Artículo;Artículo descripción;Color;Color descripción;Talle;Nombre;Cantidad
123410131;BOTIN PATRIO C/FLOR C/P PAMPERO;H2;NEGRO;41;RANQUEL DEL PLATA SA;11,00
143122002;CAÑA 3/4 ALG PACK 3 MOD 4;V1;VARIOS;U;ELIHO TEXTIL S.R.L;11,00
143122006;CAÑA 3/4 ALG PACK 3 MOD1URB;V1;VARIOS;U;ELIHO TEXTIL S.R.L;11,00
143128005;MICROFIBRA 3/4 PACK 3;V1;VARIOS;U;ELIHO TEXTIL S.R.L;11,00
143128011;CAÑA INVISIBLE MICROFIBRA  MOD3XST;V1;VARIOS;U;ELIHO TEXTIL S.R.L;11,00
I002;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);C6;AZUL JEAN;46;MACATA SA;11,00
I005;CAMPERA BASICA H.POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;XXL;RANQUEL DEL PLATA SA;11,00
I005;CAMPERA BASICA H.POLAR C/BOLS. PAMPERO;C4;AZUL MARINO;XL;RANQUEL DEL PLATA SA;11,00
I006;BUZO BASICO H.POLAR 1/2 CIERRE PAMPERO;C4;AZUL MARINO;L;RANQUEL DEL PLATA SA;11,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);H1;BLANCO;50;MACATA SA;11,00
I060;BOTA PAMPERO JOB MASTER C.LARGA;H2;NEGRO;45;INTENSIVO SA;11,00
I060;BOTA PAMPERO JOB MASTER C.LARGA;H2;NEGRO;40;INTENSIVO SA;11,00
I076;GUANTE ACRILO 38MM/33CM VERDE TALLES 7 A 11;V1;VARIOS;11;BAC-DALL ARGENTINA SA;11,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);G1;BEIGE;44;MACATA SA;11,00
I117;PANTALON CAZ. CARGO II H. PAMPERO AZUL CH (36-54);C4;AZUL MARINO;50;MACATA SA;11,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);E1;VERDE;44;MACATA SA;11,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);G1;BEIGE;42;MACATA SA;11,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);C1;AERO;52;MACATA SA;11,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;E1;VERDE;48;MACATA SA;11,00
111122053;REMERA BASICA JERSEY 24/1 PEINADO LINCOLN;H1;BLANCO;G;Pampenorte S.R.L.;12,00
143122007;CAÑA BAJA MICROFIBRA PACK 3 MOD5;V1;VARIOS;U;ELIHO TEXTIL S.R.L;12,00
143513001;MEDIA CAÑA BAJA ALG X3;V1;VARIOS;U;ELIHO TEXTIL S.R.L;12,00
I002;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);C6;AZUL JEAN;48;MACATA SA;12,00
I002;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);C6;AZUL JEAN;38;MACATA SA;12,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;42;MACATA SA;12,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;56;MACATA SA;12,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;44;MACATA SA;12,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;40;MACATA SA;12,00
I107;GUANTE NITRILO AZUL DOBLE BAÑO PUÑO LONA;V1;VARIOS;U;BAC-DALL ARGENTINA SA;12,00
I548;BOTIN PAMPERO CUEROBOX C/P P91 BIDENSIDAD;H2;NEGRO;39;TKW S.A.;12,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);C1;AERO;56;MACATA SA;12,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);G1;BEIGE;54;MACATA SA;12,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;G1;BEIGE;38;MACATA SA;12,00
U33173004;PROTECTOR AUDITIVO PACIFICO;A1;AMARILLO;U;Total Protect S. R. L.;12,00
U44122003;BOINA BORDADO ESCUDO NACIONAL;V1;VARIOS;U;Corbellini Pablo Andres;12,00
U45173126;BOMBILLA GRANDE PAMPERO;V1;VARIOS;U;Caria Francisco Felix;12,00
U525;PASAPAÑUELO LISO PAMPERO;V1;VARIOS;U;;12,00
111138100;CHOMBA BASICA PIQUE PAMPERO;B1;ROJO;2MG;Pampenorte S.R.L.;13,00
111138100;CHOMBA BASICA PIQUE PAMPERO;H2;NEGRO;2MG;Pampenorte S.R.L.;13,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;H2;NEGRO;MCH;Pampenorte S.R.L.;13,00
241122007;BOINA VASCA ALGODON 35CM;V1;VARIOS;U;Corbellini Pablo Andres;13,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;58;MACATA SA;13,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;50;MACATA SA;13,00
I055;BOTIN  BOX CONSTRUCTOR PAMPERO;H2;NEGRO;38;TKW S.A.;13,00
I117;PANTALON CAZ. CARGO II H. PAMPERO AZUL CH (36-54);C4;AZUL MARINO;46;MACATA SA;13,00
I351;BOMBACHA LISA H. PAMPERO AZUL (38-54);C4;AZUL MARINO;46;MACATA SA;13,00
I585;CAMISA DE TRAB. H M/L JEAN PAMPERO (50-60);C6;AZUL JEAN;50;MACATA SA;13,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);H1;BLANCO;46;MACATA SA;13,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);C1;AERO;50;MACATA SA;13,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);E1;VERDE;50;MACATA SA;13,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);G1;BEIGE;56;MACATA SA;13,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;C4;AZUL MARINO;46;MACATA SA;13,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;C4;AZUL MARINO;40;MACATA SA;13,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;C4;AZUL MARINO;40;MACATA SA;13,00
U45173125;BOMBILLA CHICA PAMPERO;V1;VARIOS;U;Zeaiter Juan Sarquis;13,00
111138100;CHOMBA BASICA PIQUE PAMPERO;B1;ROJO;MMG;Pampenorte S.R.L.;14,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;E1;VERDE;2MG;Pampenorte S.R.L.;14,00
I065;BOTA NAUTICA C/CUELLO PVC C.LARGA PAMPERO;C4;AZUL MARINO;40;INTENSIVO SA;14,00
I092;PROTECTOR LUMBAR PAMPERO;H2;NEGRO;5;INDUSTRIAL ZONDA SA;14,00
I116;PANTALON CAZADOR CARGO II H. PAMPERO CHICO (36-54);E1;VERDE;50;MACATA SA;14,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);E1;VERDE;38;MACATA SA;14,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);G1;BEIGE;48;MACATA SA;14,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;43;MP NEGOCIOS ARGENTINA SA;14,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;E1;VERDE;40;MACATA SA;14,00
111138100;CHOMBA BASICA PIQUE PAMPERO;E1;VERDE;CH;Pampenorte S.R.L.;15,00
134171010;GUANTE CUTEX TOUCH ANTI CORTE PU;V1;VARIOS;U;INDUSTRIAL ZONDA SA;15,00
I002;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);C6;AZUL JEAN;42;MACATA SA;15,00
I055;BOTIN  BOX CONSTRUCTOR PAMPERO;H2;NEGRO;43;TKW S.A.;15,00
I062;BOTA PAMPERO JOB MASTER CON PUNTERA;H2;NEGRO;45;INTENSIVO SA;15,00
I146;ANTIPARRA LIBUS NEW CLASSIC HC TRANSPARENTE;V1;VARIOS;U;INDUSTRIAL ZONDA SA;15,00
I345;BOTA JOB MASTER PVC PAMPERO BLANCA;H1;BLANCO;39;INTENSIVO SA;15,00
I345;BOTA JOB MASTER PVC PAMPERO BLANCA;H1;BLANCO;38;INTENSIVO SA;15,00
I351;BOMBACHA LISA H. PAMPERO AZUL (38-54);C4;AZUL MARINO;50;MACATA SA;15,00
I479;PANTALON JEAN INDUS. WORKER;C6;AZUL JEAN;38;MACATA SA;15,00
I503;CHALECO MINERO  REFLECTIVO PAMPERO;D1;NARANJA;2;MACATA SA;15,00
IC015;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);C4;AZUL MARINO;44;MACATA SA;15,00
U145;PANTALON CARGO ELASTIZADO PAMPERO FIT;H3;GRIS;44;MACATA SA;15,00
442106005;PAÑUELO ESTAMPADO;V1;VARIOS;U;Guffanti Silvia Helena;16,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;50;MACATA SA;16,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;40;MACATA SA;16,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);E1;VERDE;38;MACATA SA;16,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;52;MACATA SA;16,00
I136;ANTEOJO ECOLINE GRIS LIBUS;V1;VARIOS;U;INDUSTRIAL ZONDA SA;16,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);C1;AERO;46;MACATA SA;16,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;C4;AZUL MARINO;42;MACATA SA;16,00
U45119001;SET YERBERO Y AZUCARERO CUERO;V1;VARIOS;U;Zeaiter Juan Sarquis;16,00
111138100;CHOMBA BASICA PIQUE PAMPERO;B1;ROJO;MG;Pampenorte S.R.L.;17,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;B1;ROJO;2MG;Pampenorte S.R.L.;17,00
I055;BOTIN  BOX CONSTRUCTOR PAMPERO;H2;NEGRO;44;TKW S.A.;17,00
I090;ARNES LIBUS MILENIUM SIMPLE P/CASCO;V1;VARIOS;U;INDUSTRIAL ZONDA SA;17,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);G1;BEIGE;44;MACATA SA;17,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;36;MP NEGOCIOS ARGENTINA SA;17,00
U034;PANTALON CARGO RIPSTOP CH (38-54) PAMPERO;C4;AZUL MARINO;44;MACATA SA;17,00
111138100;CHOMBA BASICA PIQUE PAMPERO;H1;BLANCO;2MG;Pampenorte S.R.L.;18,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;B1;ROJO;MMG;Pampenorte S.R.L.;18,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;P4;GRIS MELANGE;M;Pampenorte S.R.L.;18,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;44;MACATA SA;18,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);H1;BLANCO;44;MACATA SA;18,00
I351;BOMBACHA LISA H. PAMPERO AZUL (38-54);C4;AZUL MARINO;42;MACATA SA;18,00
111138100;CHOMBA BASICA PIQUE PAMPERO;H1;BLANCO;MG;Pampenorte S.R.L.;19,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;H1;BLANCO;2MG;Pampenorte S.R.L.;19,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;40;MACATA SA;19,00
IC016;CAMISA DE TRAB H.M/L PAMPERO AZUL M(50-56);C4;AZUL MARINO;56;MACATA SA;19,00
U31173000;CASCO DE SEGURIDAD LANIN;H1;BLANCO;U;Total Protect S. R. L.;19,00
U33173003;PROTECTOR AUDITIVO ALERCES;A1;AMARILLO;U;Total Protect S. R. L.;19,00
U497;BOINA VASCA ALG. PAMPERO 32 CM;V1;VARIOS;U;Corbellini Pablo Andres;19,00
111138100;CHOMBA BASICA PIQUE PAMPERO;H1;BLANCO;MMG;Pampenorte S.R.L.;20,00
111138100;CHOMBA BASICA PIQUE PAMPERO;P4;GRIS MELANGE;CH;Pampenorte S.R.L.;20,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;48;MACATA SA;20,00
I055;BOTIN  BOX CONSTRUCTOR PAMPERO;H2;NEGRO;39;TKW S.A.;20,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);G1;BEIGE;40;MACATA SA;20,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);G1;BEIGE;52;MACATA SA;20,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;40;MP NEGOCIOS ARGENTINA SA;20,00
U31173001;MENTONERA CORDILLERA;H3;GRIS;U;Total Protect S. R. L.;20,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;H1;BLANCO;MMG;Pampenorte S.R.L.;21,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);G1;BEIGE;50;MACATA SA;21,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;39;MP NEGOCIOS ARGENTINA SA;21,00
U33173001;PROTECTOR AUDITIVO BARITU;A1;AMARILLO;U;Total Protect S. R. L.;21,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;38;MACATA SA;22,00
I127;DELANTAL PVC LIVIANO BLANCO;V1;VARIOS;U;BAC-DALL ARGENTINA SA;22,00
I345;BOTA JOB MASTER PVC PAMPERO BLANCA;H1;BLANCO;40;INTENSIVO SA;22,00
IC016;CAMISA DE TRAB H.M/L PAMPERO AZUL M(50-56);C4;AZUL MARINO;52;MACATA SA;22,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;35;MP NEGOCIOS ARGENTINA SA;22,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;B1;ROJO;G;Pampenorte S.R.L.;23,00
I076;GUANTE ACRILO 38MM/33CM VERDE TALLES 7 A 11;V1;VARIOS;9;BAC-DALL ARGENTINA SA;23,00
I377;ARNES P/CASCO C/CREMALLERA LIBUS;V1;VARIOS;U;INDUSTRIAL ZONDA SA;23,00
111138100;CHOMBA BASICA PIQUE PAMPERO;E1;VERDE;G;Pampenorte S.R.L.;24,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;B1;ROJO;M;Pampenorte S.R.L.;24,00
143128000;TERMICA ALTA MICROFIBRA(USAR U005);V1;VARIOS;U;ELIHO TEXTIL S.R.L;24,00
I038;PANTALON DE TRAB. H. PAMPERO AZUL CH(36-60);C4;AZUL MARINO;38;MACATA SA;24,00
I286;PONCHO LIVIANO LLUVIA PAMPERO PVC;C4;AZUL MARINO;XL;SAFETY SOLUTION SA;24,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);G1;BEIGE;38;MACATA SA;24,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);H1;BLANCO;46;MACATA SA;25,00
I150;POLAINAS DESCARNE C/TIRAS;V1;VARIOS;U;CANOR - NOGUERA CARLOS JAVIER;25,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);H1;BLANCO;44;MACATA SA;25,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;37;MP NEGOCIOS ARGENTINA SA;25,00
U31173000;CASCO DE SEGURIDAD LANIN;B1;ROJO;U;Total Protect S. R. L.;25,00
U31173000;CASCO DE SEGURIDAD LANIN;C4;AZUL MARINO;U;Total Protect S. R. L.;25,00
I076;GUANTE ACRILO 38MM/33CM VERDE TALLES 7 A 11;V1;VARIOS;10;BAC-DALL ARGENTINA SA;26,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;44;MP NEGOCIOS ARGENTINA SA;26,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);C1;AERO;38;MACATA SA;27,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;41;MP NEGOCIOS ARGENTINA SA;27,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;42;MACATA SA;28,00
IC013;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);C1;AERO;54;MACATA SA;28,00
111140100;REMERA CARDADO JERSEY 24/1 PAMPERO;B1;ROJO;CH;Pampenorte S.R.L.;30,00
I011;TRAJE DE LLUVIA PVC PAMPERO;C4;AZUL MARINO;L;SAFETY SOLUTION SA;30,00
143128100;MEDIA TERMICA MICROFIBRA;V1;VARIOS;U;ELIHO TEXTIL S.R.L;31,00
U013;ALPARGATA INYECTADA SIMIL YUTE PAMPERO;V1;VARIOS;42;MP NEGOCIOS ARGENTINA SA;31,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;44;MACATA SA;33,00
IC012;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);G1;BEIGE;46;MACATA SA;33,00
I109;GUANTE DESCARNE P/LARGO;V1;VARIOS;U;CANOR - NOGUERA CARLOS JAVIER;34,00
I137;CHALECO REFLECTIVO AMARILLO;A1;AMARILLO;U;SIN MARCA;38,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;48;MACATA SA;39,00
I036;PANTALON DE TRABAJO HOMBRE PAMPERO CH(36-60);G1;BEIGE;46;MACATA SA;41,00
I055;BOTIN  BOX CONSTRUCTOR PAMPERO;H2;NEGRO;40;TKW S.A.;41,00
I138;CHALECO REFLECTIVO NARANJA;D1;NARANJA;U;SIN MARCA;43,00
I092;PROTECTOR LUMBAR PAMPERO;H2;NEGRO;2;INDUSTRIAL ZONDA SA;46,00
I076;GUANTE ACRILO 38MM/33CM VERDE TALLES 7 A 11;V1;VARIOS;7;BAC-DALL ARGENTINA SA;48,00
136106015;GUANTE TOUCH - POLIESTER PU- PAMPERO;V1;VARIOS;9;INDUSTRIAL ZONDA SA;49,00
I077;GUANTE MEDIO PASEO VAQUETA AMARILLO  T-10;V1;VARIOS;U;CANOR - NOGUERA CARLOS JAVIER;50,00
U35173000;MASCARILLA RESPIRABLE MENDOZA;H1;BLANCO;U;Total Protect S. R. L.;52,00
U32173000;ANTEOJO DE SEGURIDAD CHIMANGO;H3;GRIS;U;Total Protect S. R. L.;57,00
I092;PROTECTOR LUMBAR PAMPERO;H2;NEGRO;3;INDUSTRIAL ZONDA SA;61,00
I092;PROTECTOR LUMBAR PAMPERO;H2;NEGRO;1;INDUSTRIAL ZONDA SA;61,00
U32173001;ANTEOJO DE SEGURIDAD CONDOR;T0;TRANSPARENTE;U;Total Protect S. R. L.;65,00
I084;GUANTE DESCARNE CORTO;V1;VARIOS;U;CANOR - NOGUERA CARLOS JAVIER;66,00
111138100;CHOMBA BASICA PIQUE PAMPERO;E1;VERDE;M;Pampenorte S.R.L.;67,00
111138100;CHOMBA BASICA PIQUE PAMPERO;E1;VERDE;MG;Pampenorte S.R.L.;68,00
I134;ANTEOJO LIBUS MOD. ARGON TRANSPARENTE;V1;VARIOS;U;INDUSTRIAL ZONDA SA;69,00
U31173000;CASCO DE SEGURIDAD LANIN;A1;AMARILLO;U;Total Protect S. R. L.;79,00
U32173000;ANTEOJO DE SEGURIDAD CHIMANGO;T0;TRANSPARENTE;U;Total Protect S. R. L.;99,00
U32173001;ANTEOJO DE SEGURIDAD CONDOR;H3;GRIS;U;Total Protect S. R. L.;99,00
U33173000;TAPON AUDITIVO SIERRA;A1;AMARILLO;U;Total Protect S. R. L.;195,00
I460;GUANTE ALGODON  MOTEADO GAMISOL;V1;VARIOS;U;GAMISOL Y CIA SA;244,00
U33173002;TAPON AUDITIVO VALLE TRIALETA;A1;AMARILLO;U;Total Protect S. R. L.;283,00
I080;GUANTE ECO MOTEADO PAMPERO;V1;VARIOS;U;INDUSTRIAL ZONDA SA;487,00
